rcept_no,reprt_code,bsns_year,sj_div,account_id,account_nm,account_detail,thstrm_nm,thstrm_amount,ord,currency
20220308000798,11011,2021,BS,ifrs-full_CurrentAssets,유동자산,-,제 53 기,218163185000000,1,KRW
20220308000798,11011,2021,BS,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 53 기,39031415000000,2,KRW
20220308000798,11011,2021,BS,dart_ShortTermDepositsNotClassifiedAsCashEquivalents,단기금융상품,-,제 53 기,81708986000000,3,KRW
20220308000798,11011,2021,BS,-표준계정코드 미사용-,단기상각후원가금융자산,-,제 53 기,3369034000000,4,KRW
20220308000798,11011,2021,BS,ifrs-full_CurrentFinancialAssetsAtFairValueThroughProfitOrLossMandatorilyMeasuredAtFairValue,단기당기손익-공정가치금융자산,-,제 53 기,40757000000,5,KRW
20220308000798,11011,2021,BS,dart_ShortTermTradeReceivable,매출채권,-,제 53 기,40713415000000,6,KRW
20220308000798,11011,2021,BS,-표준계정코드 미사용-,미수금,-,제 53 기,4497257000000,7,KRW
20220308000798,11011,2021,BS,-표준계정코드 미사용-,선급비용,-,제 53 기,2336252000000,8,KRW
20220308000798,11011,2021,BS,ifrs-full_Inventories,재고자산,-,제 53 기,41384404000000,9,KRW
20220308000798,11011,2021,BS,dart_OtherCurrentAssets,기타유동자산,-,제 53 기,5081665000000,10,KRW
20220308000798,11011,2021,BS,-표준계정코드 미사용-,매각예정분류자산,-,제 53 기,0,11,KRW
20220308000798,11011,2021,BS,ifrs-full_NoncurrentAssets,비유동자산,-,제 53 기,208457973000000,12,KRW
20220308000798,11011,2021,BS,-표준계정코드 미사용-,기타포괄손익-공정가치금융자산,-,제 53 기,13965839000000,13,KRW
20220308000798,11011,2021,BS,-표준계정코드 미사용-,당기손익-공정가치금융자산,-,제 53 기,1525344000000,14,KRW
20220308000798,11011,2021,BS,-표준계정코드 미사용-,관계기업 및 공동기업 투자,-,제 53 기,8932251000000,15,KRW
20220308000798,11011,2021,BS,ifrs-full_PropertyPlantAndEquipment,유형자산,-,제 53 기,149928539000000,16,KRW
20220308000798,11011,2021,BS,ifrs-full_IntangibleAssetsOtherThanGoodwill,무형자산,-,제 53 기,20236244000000,17,KRW
20220308000798,11011,2021,BS,dart_DepositsForSeveranceInsurance,순확정급여자산,-,제 53 기,2809590000000,18,KRW
20220308000798,11011,2021,BS,ifrs-full_DeferredTaxAssets,이연법인세자산,-,제 53 기,4261214000000,19,KRW
20220308000798,11011,2021,BS,dart_OtherNonCurrentAssets,기타비유동자산,-,제 53 기,6798952000000,20,KRW
20220308000798,11011,2021,BS,ifrs-full_Assets,자산총계,-,제 53 기,426621158000000,21,KRW
20220308000798,11011,2021,BS,ifrs-full_CurrentLiabilities,유동부채,-,제 53 기,88117133000000,23,KRW
20220308000798,11011,2021,BS,-표준계정코드 미사용-,매입채무,-,제 53 기,13453351000000,24,KRW
20220308000798,11011,2021,BS,ifrs-full_ShorttermBorrowings,단기차입금,-,제 53 기,13687793000000,25,KRW
20220308000798,11011,2021,BS,-표준계정코드 미사용-,미지급금,-,제 53 기,15584866000000,26,KRW
20220308000798,11011,2021,BS,-표준계정코드 미사용-,선수금,-,제 53 기,1224812000000,27,KRW
20220308000798,11011,2021,BS,-표준계정코드 미사용-,예수금,-,제 53 기,1294052000000,28,KRW
20220308000798,11011,2021,BS,-표준계정코드 미사용-,미지급비용,-,제 53 기,27928031000000,29,KRW
20220308000798,11011,2021,BS,ifrs-full_CurrentTaxLiabilities,당기법인세부채,-,제 53 기,6749149000000,30,KRW
20220308000798,11011,2021,BS,-표준계정코드 미사용-,유동성장기부채,-,제 53 기,1329968000000,31,KRW
20220308000798,11011,2021,BS,ifrs-full_CurrentProvisions,충당부채,-,제 53 기,5372872000000,32,KRW
20220308000798,11011,2021,BS,dart_OtherCurrentLiabilities,기타유동부채,-,제 53 기,1492239000000,33,KRW
20220308000798,11011,2021,BS,-표준계정코드 미사용-,매각예정분류부채,-,제 53 기,0,34,KRW
20220308000798,11011,2021,BS,ifrs-full_NoncurrentLiabilities,비유동부채,-,제 53 기,33604094000000,35,KRW
20220308000798,11011,2021,BS,dart_BondsIssued,사채,-,제 53 기,508232000000,36,KRW
20220308000798,11011,2021,BS,dart_LongTermBorrowingsGross,장기차입금,-,제 53 기,2866156000000,37,KRW
20220308000798,11011,2021,BS,dart_LongTermOtherPayablesGross,장기미지급금,-,제 53 기,2991440000000,38,KRW
20220308000798,11011,2021,BS,dart_PostemploymentBenefitObligations,순확정급여부채,-,제 53 기,465884000000,39,KRW
20220308000798,11011,2021,BS,ifrs-full_DeferredTaxLiabilities,이연법인세부채,-,제 53 기,23198205000000,40,KRW
20220308000798,11011,2021,BS,ifrs-full_NoncurrentProvisions,장기충당부채,-,제 53 기,2306994000000,41,KRW
20220308000798,11011,2021,BS,dart_OtherNonCurrentLiabilities,기타비유동부채,-,제 53 기,1267183000000,42,KRW
20220308000798,11011,2021,BS,ifrs-full_Liabilities,부채총계,-,제 53 기,121721227000000,43,KRW
20220308000798,11011,2021,BS,ifrs-full_EquityAttributableToOwnersOfParent,지배기업 소유주지분,-,제 53 기,296237697000000,45,KRW
20220308000798,11011,2021,BS,ifrs-full_IssuedCapital,자본금,-,제 53 기,897514000000,46,KRW
20220308000798,11011,2021,BS,dart_IssuedCapitalOfPreferredStock,우선주자본금,-,제 53 기,119467000000,47,KRW
20220308000798,11011,2021,BS,dart_IssuedCapitalOfCommonStock,보통주자본금,-,제 53 기,778047000000,48,KRW
20220308000798,11011,2021,BS,ifrs-full_SharePremium,주식발행초과금,-,제 53 기,4403893000000,49,KRW
20220308000798,11011,2021,BS,ifrs-full_RetainedEarnings,이익잉여금(결손금),-,제 53 기,293064763000000,50,KRW
20220308000798,11011,2021,BS,dart_ElementsOfOtherStockholdersEquity,기타자본항목,-,제 53 기,-2128473000000,51,KRW
20220308000798,11011,2021,BS,-표준계정코드 미사용-,매각예정분류기타자본항목,-,제 53 기,0,52,KRW
20220308000798,11011,2021,BS,ifrs-full_NoncontrollingInterests,비지배지분,-,제 53 기,8662234000000,53,KRW
20220308000798,11011,2021,BS,ifrs-full_Equity,자본총계,-,제 53 기,304899931000000,54,KRW
20220308000798,11011,2021,BS,ifrs-full_EquityAndLiabilities,부채와자본총계,-,제 53 기,426621158000000,55,KRW
20220308000798,11011,2021,IS,ifrs-full_Revenue,수익(매출액),-,제 53 기,279604799000000,0,KRW
20220308000798,11011,2021,IS,ifrs-full_CostOfSales,매출원가,-,제 53 기,166411342000000,1,KRW
20220308000798,11011,2021,IS,ifrs-full_GrossProfit,매출총이익,-,제 53 기,113193457000000,2,KRW
20220308000798,11011,2021,IS,dart_TotalSellingGeneralAdministrativeExpenses,판매비와관리비,-,제 53 기,61559601000000,3,KRW
20220308000798,11011,2021,IS,dart_OperatingIncomeLoss,영업이익,-,제 53 기,51633856000000,4,KRW
20220308000798,11011,2021,IS,dart_OtherGains,기타수익,-,제 53 기,2205695000000,5,KRW
20220308000798,11011,2021,IS,dart_OtherLosses,기타비용,-,제 53 기,2055971000000,6,KRW
20220308000798,11011,2021,IS,-표준계정코드 미사용-,지분법이익,-,제 53 기,729614000000,7,KRW
20220308000798,11011,2021,IS,ifrs-full_FinanceIncome,금융수익,-,제 53 기,8543187000000,8,KRW
20220308000798,11011,2021,IS,-표준계정코드 미사용-,금융비용,-,제 53 기,7704554000000,9,KRW
20220308000798,11011,2021,IS,ifrs-full_ProfitLossBeforeTax,법인세비용차감전순이익(손실),-,제 53 기,53351827000000,10,KRW
20220308000798,11011,2021,IS,ifrs-full_IncomeTaxExpenseContinuingOperations,법인세비용,-,제 53 기,13444377000000,11,KRW
20220308000798,11011,2021,IS,ifrs-full_ProfitLossFromContinuingOperations,계속영업이익(손실),-,제 53 기,39907450000000,12,KRW
20220308000798,11011,2021,IS,ifrs-full_ProfitLoss,당기순이익(손실),-,제 53 기,39907450000000,13,KRW
20220308000798,11011,2021,IS,ifrs-full_ProfitLossAttributableToOwnersOfParent,지배기업의 소유주에게 귀속되는 당기순이익(손실),-,제 53 기,39243791000000,15,KRW
20220308000798,11011,2021,IS,ifrs-full_ProfitLossAttributableToNoncontrollingInterests,비지배지분에 귀속되는 당기순이익(손실),-,제 53 기,663659000000,16,KRW
20220308000798,11011,2021,IS,ifrs-full_BasicEarningsLossPerShare,기본주당이익(손실),-,제 53 기,5777,18,KRW
20220308000798,11011,2021,IS,ifrs-full_DilutedEarningsLossPerShare,희석주당이익(손실),-,제 53 기,5777,19,KRW
20220308000798,11011,2021,CIS,ifrs-full_ProfitLoss,당기순이익(손실),-,제 53 기,39907450000000,0,KRW
20220308000798,11011,2021,CIS,ifrs-full_OtherComprehensiveIncome,기타포괄손익,-,제 53 기,10002299000000,1,KRW
20220308000798,11011,2021,CIS,dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax,후속적으로 당기손익으로 재분류되지 않는 포괄손익,-,제 53 기,2508106000000,2,KRW
20220308000798,11011,2021,CIS,-표준계정코드 미사용-,기타포괄손익-공정가치금융자산평가손익,-,제 53 기,2980896000000,3,KRW
20220308000798,11011,2021,CIS,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossNetOfTax,관계기업 및 공동기업의 기타포괄손익에 대한 지분,-,제 53 기,51816000000,4,KRW
20220308000798,11011,2021,CIS,dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans,순확정급여부채(자산) 재측정요소,-,제 53 기,-524606000000,5,KRW
20220308000798,11011,2021,CIS,dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax,후속적으로 당기손익으로 재분류되는 포괄손익,-,제 53 기,7494193000000,6,KRW
20220308000798,11011,2021,CIS,dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax,관계기업 및 공동기업의 기타포괄손익에 대한 지분,-,제 53 기,160163000000,7,KRW
20220308000798,11011,2021,CIS,ifrs-full_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,해외사업장환산외환차이,-,제 53 기,7283620000000,8,KRW
20220308000798,11011,2021,CIS,ifrs-full_GainsLossesOnCashFlowHedgesNetOfTax,현금흐름위험회피파생상품평가손익,-,제 53 기,50410000000,9,KRW
20220308000798,11011,2021,CIS,ifrs-full_ComprehensiveIncome,총포괄손익,-,제 53 기,49909749000000,10,KRW
20220308000798,11011,2021,CIS,ifrs-full_ComprehensiveIncomeAttributableToOwnersOfParent,지배기업 소유주지분,-,제 53 기,49037912000000,12,KRW
20220308000798,11011,2021,CIS,ifrs-full_ComprehensiveIncomeAttributableToNoncontrollingInterests,비지배지분,-,제 53 기,871837000000,13,KRW
20220308000798,11011,2021,CF,ifrs-full_CashFlowsFromUsedInOperatingActivities,영업활동 현금흐름,-,제 53 기,65105448000000,0,KRW
20220308000798,11011,2021,CF,-표준계정코드 미사용-,영업에서 창출된 현금흐름,-,제 53 기,72676199000000,1,KRW
20220308000798,11011,2021,CF,-표준계정코드 미사용-,당기순이익,-,제 53 기,39907450000000,2,KRW
20220308000798,11011,2021,CF,-표준계정코드 미사용-,조정,-,제 53 기,49055633000000,3,KRW
20220308000798,11011,2021,CF,-표준계정코드 미사용-,영업활동으로 인한 자산부채의 변동,-,제 53 기,-16286884000000,4,KRW
20220308000798,11011,2021,CF,ifrs-full_InterestReceivedClassifiedAsOperatingActivities,이자의 수취,-,제 53 기,1406706000000,5,KRW
20220308000798,11011,2021,CF,ifrs-full_InterestPaidClassifiedAsOperatingActivities,이자의 지급,-,제 53 기,434441000000,6,KRW
20220308000798,11011,2021,CF,ifrs-full_DividendsReceivedClassifiedAsOperatingActivities,배당금 수입,-,제 53 기,299033000000,7,KRW
20220308000798,11011,2021,CF,ifrs-full_IncomeTaxesPaidRefundClassifiedAsOperatingActivities,법인세 납부액,-,제 53 기,8842049000000,8,KRW
20220308000798,11011,2021,CF,ifrs-full_CashFlowsFromUsedInInvestingActivities,투자활동 현금흐름,-,제 53 기,-33047763000000,9,KRW
20220308000798,11011,2021,CF,-표준계정코드 미사용-,단기금융상품의 순감소(증가),-,제 53 기,10917128000000,10,KRW
20220308000798,11011,2021,CF,-표준계정코드 미사용-,단기상각후원가금융자산의 순감소(증가),-,제 53 기,-336959000000,11,KRW
20220308000798,11011,2021,CF,-표준계정코드 미사용-,단기당기손익-공정가치금융자산의 순감소(증가),-,제 53 기,30694000000,12,KRW
20220308000798,11011,2021,CF,dart_ProceedsFromSalesOfLongTermFinancialInstruments,장기금융상품의 처분,-,제 53 기,10216082000000,13,KRW
20220308000798,11011,2021,CF,dart_PurchaseOfLongTermFinancialInstruments,장기금융상품의 취득,-,제 53 기,6981810000000,14,KRW
20220308000798,11011,2021,CF,-표준계정코드 미사용-,상각후원가금융자산의 처분,-,제 53 기,0,15,KRW
20220308000798,11011,2021,CF,-표준계정코드 미사용-,상각후원가금융자산의 취득,-,제 53 기,0,16,KRW
20220308000798,11011,2021,CF,-표준계정코드 미사용-,기타포괄손익-공정가치금융자산의 처분,-,제 53 기,2919888000000,17,KRW
20220308000798,11011,2021,CF,-표준계정코드 미사용-,기타포괄손익-공정가치금융자산의 취득,-,제 53 기,-1121201000000,18,KRW
20220308000798,11011,2021,CF,-표준계정코드 미사용-,당기손익-공정가치금융자산의 처분,-,제 53 기,350212000000,19,KRW
20220308000798,11011,2021,CF,-표준계정코드 미사용-,당기손익-공정가치금융자산의 취득,-,제 53 기,-208262000000,20,KRW
20220308000798,11011,2021,CF,-표준계정코드 미사용-,관계기업 및 공동기업 투자의 처분,-,제 53 기,19169000000,21,KRW
20220308000798,11011,2021,CF,-표준계정코드 미사용-,관계기업 및 공동기업 투자의 취득,-,제 53 기,-47090000000,22,KRW
20220308000798,11011,2021,CF,ifrs-full_ProceedsFromSalesOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,유형자산의 처분,-,제 53 기,358284000000,23,KRW
20220308000798,11011,2021,CF,ifrs-full_PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,유형자산의 취득,-,제 53 기,47122106000000,24,KRW
20220308000798,11011,2021,CF,ifrs-full_ProceedsFromSalesOfIntangibleAssetsClassifiedAsInvestingActivities,무형자산의 처분,-,제 53 기,1752000000,25,KRW
20220308000798,11011,2021,CF,ifrs-full_PurchaseOfIntangibleAssetsClassifiedAsInvestingActivities,무형자산의 취득,-,제 53 기,2706915000000,26,KRW
20220308000798,11011,2021,CF,-표준계정코드 미사용-,사업결합으로 인한 현금유출액,-,제 53 기,-5926000000,27,KRW
20220308000798,11011,2021,CF,-표준계정코드 미사용-,매각예정자산의 처분으로 인한 현금유입액,-,제 53 기,661168000000,28,KRW
20220308000798,11011,2021,CF,-표준계정코드 미사용-,기타투자활동으로 인한 현금유출입액,-,제 53 기,8129000000,29,KRW
20220308000798,11011,2021,CF,ifrs-full_CashFlowsFromUsedInFinancingActivities,재무활동 현금흐름,-,제 53 기,-23991033000000,30,KRW
20220308000798,11011,2021,CF,-표준계정코드 미사용-,단기차입금의 순증가(감소),-,제 53 기,-2616943000000,31,KRW
20220308000798,11011,2021,CF,-표준계정코드 미사용-,장기차입금의 차입,-,제 53 기,58279000000,32,KRW
20220308000798,11011,2021,CF,dart_RepaymentsOfLongTermBorrowings,사채 및 장기차입금의 상환,-,제 53 기,894749000000,33,KRW
20220308000798,11011,2021,CF,ifrs-full_DividendsPaidClassifiedAsFinancingActivities,배당금의 지급,-,제 53 기,20510350000000,34,KRW
20220308000798,11011,2021,CF,-표준계정코드 미사용-,비지배지분의 증감,-,제 53 기,-27270000000,35,KRW
20220308000798,11011,2021,CF,-표준계정코드 미사용-,매각예정분류,-,제 53 기,139000000,36,KRW
20220308000798,11011,2021,CF,ifrs-full_EffectOfExchangeRateChangesOnCashAndCashEquivalents,외화환산으로 인한 현금의 변동,-,제 53 기,1582046000000,37,KRW
20220308000798,11011,2021,CF,ifrs-full_IncreaseDecreaseInCashAndCashEquivalents,현금및현금성자산의 순증감,-,제 53 기,9648837000000,38,KRW
20220308000798,11011,2021,CF,dart_CashAndCashEquivalentsAtBeginningOfPeriodCf,기초의 현금및현금성자산,-,제 53 기,29382578000000,39,KRW
20220308000798,11011,2021,CF,dart_CashAndCashEquivalentsAtEndOfPeriodCf,기말의 현금및현금성자산,-,제 53 기,39031415000000,40,KRW
20220308000798,11011,2021,SCE,dart_EquityAtBeginningOfPeriod,기초자본,연결재무제표 [member],제 53 기,275948016000000,1,KRW
20220308000798,11011,2021,SCE,dart_EquityAtBeginningOfPeriod,기초자본,자본 [member]|비지배지분 [member],제 53 기,8277685000000,1,KRW
20220308000798,11011,2021,SCE,dart_EquityAtBeginningOfPeriod,기초자본,자본 [member]|지배기업 소유주지분,제 53 기,267670331000000,1,KRW
20220308000798,11011,2021,SCE,dart_EquityAtBeginningOfPeriod,기초자본,자본 [member]|지배기업 소유주지분|기타자본항목,제 53 기,-8687155000000,1,KRW
20220308000798,11011,2021,SCE,dart_EquityAtBeginningOfPeriod,기초자본,자본 [member]|지배기업 소유주지분|매각예정분류기타자본항목,제 53 기,-12132000000,1,KRW
20220308000798,11011,2021,SCE,dart_EquityAtBeginningOfPeriod,기초자본,자본 [member]|지배기업 소유주지분|이익잉여금 [member],제 53 기,271068211000000,1,KRW
20220308000798,11011,2021,SCE,dart_EquityAtBeginningOfPeriod,기초자본,자본 [member]|지배기업 소유주지분|자본금 [member],제 53 기,897514000000,1,KRW
20220308000798,11011,2021,SCE,dart_EquityAtBeginningOfPeriod,기초자본,자본 [member]|지배기업 소유주지분|주식발행초과금,제 53 기,4403893000000,1,KRW
20220308000798,11011,2021,SCE,ifrs-full_ProfitLoss,당기순이익(손실),연결재무제표 [member],제 53 기,39907450000000,2,KRW
20220308000798,11011,2021,SCE,ifrs-full_ProfitLoss,당기순이익(손실),자본 [member]|비지배지분 [member],제 53 기,663659000000,2,KRW
20220308000798,11011,2021,SCE,ifrs-full_ProfitLoss,당기순이익(손실),자본 [member]|지배기업 소유주지분,제 53 기,39243791000000,2,KRW
20220308000798,11011,2021,SCE,ifrs-full_ProfitLoss,당기순이익(손실),자본 [member]|지배기업 소유주지분|이익잉여금 [member],제 53 기,39243791000000,2,KRW
20220308000798,11011,2021,SCE,dart_ChangesInReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치금융자산평가손익,연결재무제표 [member],제 53 기,2980896000000,3,KRW
20220308000798,11011,2021,SCE,dart_ChangesInReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치금융자산평가손익,자본 [member]|비지배지분 [member],제 53 기,107079000000,3,KRW
20220308000798,11011,2021,SCE,dart_ChangesInReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치금융자산평가손익,자본 [member]|지배기업 소유주지분,제 53 기,2873817000000,3,KRW
20220308000798,11011,2021,SCE,dart_ChangesInReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치금융자산평가손익,자본 [member]|지배기업 소유주지분|기타자본항목,제 53 기,-359117000000,3,KRW
20220308000798,11011,2021,SCE,dart_ChangesInReserveOfGainsAndLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치금융자산평가손익,자본 [member]|지배기업 소유주지분|이익잉여금 [member],제 53 기,3232934000000,3,KRW
20220308000798,11011,2021,SCE,dart_PurchaseDispostionOfAssociatesOrJointVenture,관계기업 및 공동기업의 기타포괄손익에 대한 지분,연결재무제표 [member],제 53 기,211979000000,4,KRW
20220308000798,11011,2021,SCE,dart_PurchaseDispostionOfAssociatesOrJointVenture,관계기업 및 공동기업의 기타포괄손익에 대한 지분,자본 [member]|비지배지분 [member],제 53 기,-13485000000,4,KRW
20220308000798,11011,2021,SCE,dart_PurchaseDispostionOfAssociatesOrJointVenture,관계기업 및 공동기업의 기타포괄손익에 대한 지분,자본 [member]|지배기업 소유주지분,제 53 기,225464000000,4,KRW
20220308000798,11011,2021,SCE,dart_PurchaseDispostionOfAssociatesOrJointVenture,관계기업 및 공동기업의 기타포괄손익에 대한 지분,자본 [member]|지배기업 소유주지분|기타자본항목,제 53 기,225464000000,4,KRW
20220308000798,11011,2021,SCE,dart_PurchaseDispostionOfAssociatesOrJointVenture,관계기업 및 공동기업의 기타포괄손익에 대한 지분,자본 [member]|지배기업 소유주지분|이익잉여금 [member],제 53 기,,4,KRW
20220308000798,11011,2021,SCE,dart_ChangesInForeignExchangeRates,해외사업장환산외환차이,연결재무제표 [member],제 53 기,7283620000000,5,KRW
20220308000798,11011,2021,SCE,dart_ChangesInForeignExchangeRates,해외사업장환산외환차이,자본 [member]|비지배지분 [member],제 53 기,118638000000,5,KRW
20220308000798,11011,2021,SCE,dart_ChangesInForeignExchangeRates,해외사업장환산외환차이,자본 [member]|지배기업 소유주지분,제 53 기,7164982000000,5,KRW
20220308000798,11011,2021,SCE,dart_ChangesInForeignExchangeRates,해외사업장환산외환차이,자본 [member]|지배기업 소유주지분|기타자본항목,제 53 기,7164982000000,5,KRW
20220308000798,11011,2021,SCE,-표준계정코드 미사용-,순확정급여부채(자산) 재측정요소,연결재무제표 [member],제 53 기,-524606000000,6,KRW
20220308000798,11011,2021,SCE,-표준계정코드 미사용-,순확정급여부채(자산) 재측정요소,자본 [member]|비지배지분 [member],제 53 기,-4054000000,6,KRW
20220308000798,11011,2021,SCE,-표준계정코드 미사용-,순확정급여부채(자산) 재측정요소,자본 [member]|지배기업 소유주지분,제 53 기,-520552000000,6,KRW
20220308000798,11011,2021,SCE,-표준계정코드 미사용-,순확정급여부채(자산) 재측정요소,자본 [member]|지배기업 소유주지분|기타자본항목,제 53 기,-520552000000,6,KRW
20220308000798,11011,2021,SCE,ifrs-full_AmountRemovedFromReserveOfCashFlowHedgesAndIncludedInInitialCostOrOtherCarryingAmountOfNonfinancialAssetLiabilityOrFirmCommitmentForWhichFairValueHedgeAccountingIsApplied,현금흐름위험회피파생상품평가손익,연결재무제표 [member],제 53 기,-50410000000,7,KRW
20220308000798,11011,2021,SCE,ifrs-full_AmountRemovedFromReserveOfCashFlowHedgesAndIncludedInInitialCostOrOtherCarryingAmountOfNonfinancialAssetLiabilityOrFirmCommitmentForWhichFairValueHedgeAccountingIsApplied,현금흐름위험회피파생상품평가손익,자본 [member]|지배기업 소유주지분,제 53 기,-50410000000,7,KRW
20220308000798,11011,2021,SCE,ifrs-full_AmountRemovedFromReserveOfCashFlowHedgesAndIncludedInInitialCostOrOtherCarryingAmountOfNonfinancialAssetLiabilityOrFirmCommitmentForWhichFairValueHedgeAccountingIsApplied,현금흐름위험회피파생상품평가손익,자본 [member]|지배기업 소유주지분|기타자본항목,제 53 기,-50410000000,7,KRW
20220308000798,11011,2021,SCE,-표준계정코드 미사용-,매각예정분류,연결재무제표 [member],제 53 기,0,8,KRW
20220308000798,11011,2021,SCE,-표준계정코드 미사용-,매각예정분류,자본 [member]|지배기업 소유주지분,제 53 기,0,8,KRW
20220308000798,11011,2021,SCE,-표준계정코드 미사용-,매각예정분류,자본 [member]|지배기업 소유주지분|기타자본항목,제 53 기,-12132000000,8,KRW
20220308000798,11011,2021,SCE,-표준계정코드 미사용-,매각예정분류,자본 [member]|지배기업 소유주지분|매각예정분류기타자본항목,제 53 기,12132000000,8,KRW
20220308000798,11011,2021,SCE,ifrs-full_DividendsPaid,배당,연결재무제표 [member],제 53 기,20512726000000,9,KRW
20220308000798,11011,2021,SCE,ifrs-full_DividendsPaid,배당,자본 [member]|비지배지분 [member],제 53 기,32005000000,9,KRW
20220308000798,11011,2021,SCE,ifrs-full_DividendsPaid,배당,자본 [member]|지배기업 소유주지분,제 53 기,20480721000000,9,KRW
20220308000798,11011,2021,SCE,ifrs-full_DividendsPaid,배당,자본 [member]|지배기업 소유주지분|이익잉여금 [member],제 53 기,20480721000000,9,KRW
20220308000798,11011,2021,SCE,dart_IntercompanyAcquisition,연결실체내 자본거래 등,연결재무제표 [member],제 53 기,12553000000,10,KRW
20220308000798,11011,2021,SCE,dart_IntercompanyAcquisition,연결실체내 자본거래 등,자본 [member]|비지배지분 [member],제 53 기,12553000000,10,KRW
20220308000798,11011,2021,SCE,dart_IntercompanyAcquisition,연결실체내 자본거래 등,자본 [member]|지배기업 소유주지분,제 53 기,0,10,KRW
20220308000798,11011,2021,SCE,dart_IntercompanyAcquisition,연결실체내 자본거래 등,자본 [member]|지배기업 소유주지분|기타자본항목,제 53 기,,10,KRW
20220308000798,11011,2021,SCE,-표준계정코드 미사용-,연결실체의 변동,연결재무제표 [member],제 53 기,-477617000000,11,KRW
20220308000798,11011,2021,SCE,-표준계정코드 미사용-,연결실체의 변동,자본 [member]|비지배지분 [member],제 53 기,-477617000000,11,KRW
20220308000798,11011,2021,SCE,-표준계정코드 미사용-,연결실체의 변동,자본 [member]|지배기업 소유주지분,제 53 기,0,11,KRW
20220308000798,11011,2021,SCE,dart_OtherTransactions,기타,연결재무제표 [member],제 53 기,19956000000,12,KRW
20220308000798,11011,2021,SCE,dart_OtherTransactions,기타,자본 [member]|비지배지분 [member],제 53 기,9781000000,12,KRW
20220308000798,11011,2021,SCE,dart_OtherTransactions,기타,자본 [member]|지배기업 소유주지분,제 53 기,10175000000,12,KRW
20220308000798,11011,2021,SCE,dart_OtherTransactions,기타,자본 [member]|지배기업 소유주지분|기타자본항목,제 53 기,9627000000,12,KRW
20220308000798,11011,2021,SCE,dart_OtherTransactions,기타,자본 [member]|지배기업 소유주지분|이익잉여금 [member],제 53 기,548000000,12,KRW
20220308000798,11011,2021,SCE,ifrs-full_Equity,기말자본,연결재무제표 [member],제 53 기,304899931000000,13,KRW
20220308000798,11011,2021,SCE,ifrs-full_Equity,기말자본,자본 [member]|비지배지분 [member],제 53 기,8662234000000,13,KRW
20220308000798,11011,2021,SCE,ifrs-full_Equity,기말자본,자본 [member]|지배기업 소유주지분,제 53 기,296237697000000,13,KRW
20220308000798,11011,2021,SCE,ifrs-full_Equity,기말자본,자본 [member]|지배기업 소유주지분|기타자본항목,제 53 기,-2128473000000,13,KRW
20220308000798,11011,2021,SCE,ifrs-full_Equity,기말자본,자본 [member]|지배기업 소유주지분|매각예정분류기타자본항목,제 53 기,0,13,KRW
20220308000798,11011,2021,SCE,ifrs-full_Equity,기말자본,자본 [member]|지배기업 소유주지분|이익잉여금 [member],제 53 기,293064763000000,13,KRW
20220308000798,11011,2021,SCE,ifrs-full_Equity,기말자본,자본 [member]|지배기업 소유주지분|자본금 [member],제 53 기,897514000000,13,KRW
20220308000798,11011,2021,SCE,ifrs-full_Equity,기말자본,자본 [member]|지배기업 소유주지분|주식발행초과금,제 53 기,4403893000000,13,KRW
20220315001026,11011,2021,BS,ifrs-full_CurrentAssets,유동자산,-,제 2 기,9535827000000,1,KRW
20220315001026,11011,2021,BS,ifrs-full_CashAndCashEquivalents,현금및현금성자산,-,제 2 기,1282880000000,2,KRW
20220315001026,11011,2021,BS,-표준계정코드 미사용-,매출채권,-,제 2 기,2914458000000,3,KRW
20220315001026,11011,2021,BS,ifrs-full_TradeAndOtherCurrentReceivables,기타수취채권,-,제 2 기,814843000000,4,KRW
20220315001026,11011,2021,BS,ifrs-full_OtherCurrentFinancialAssets,기타유동금융자산,-,제 2 기,21499000000,5,KRW
20220315001026,11011,2021,BS,ifrs-full_CurrentTaxAssets,선급법인세,-,제 2 기,149413000000,6,KRW
